country,name,id,provider,source,future_programmes,future_hours,desc_pct,sample_title,sample_desc,quality_score,alternatives,alternative_sources,url
Egypt,Mix Bel Araby.eg,Mix Bel Araby.eg,openepg,egypt2,33,33.5,72.7,A Miracle 2,,161.41,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,السعودية.eg,السعودية.eg,openepg,egypt1,46,34.4,54.3,أنا ولا أنا,تتزلزل أركان عائلة بسيطة كانت تظن أن الأب هو السقف الذي يحميها، لتجد نفسها في مواجهة العراء بعد رحيله. وبينما يكافح الابن الأكبر بشرفٍ خلف مقود حافلة ليلمّ شتات ما تبقى، ينجرف الأخ الأصغر في تيار الجشع الأعمى، وتختار الأخت الطريق الأكثر ظلاماً بالانخراط في عالم الممنوعات بحثاً عن سلطة وهمية؛ لتصبح العائلة في مواجهةٍ شرسة مع شبح الانهيار الكامل الذي يهدد بتحويل ذكرياتهم الدافئة إلى رماد.,161.04,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,Saudiya TV.eg,Saudiya TV.eg,openepg,egypt2,46,34.4,54.3,Ana Wala Ana,"A modest family falls apart when their father dies, leaving them exposed. While the eldest son drives a bus to gather what remains, the younger brother is swept away by greed, and the sister plunges into the world of illicit activities in pursuit of power. Soon, the family faces the possibility of catastrophic collapse, which could destroy their precious memories.",161.04,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,Rotana Classic.eg,Rotana Classic.eg,openepg,egypt2,32,43.0,53.1,'Iismaeil ys fi albulis,"Ismail lives in a local neighborhood, next to his fiancée and her mother who objects to their relationship because of his work in the police.",158.98,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,إس بي سي.eg,إس بي سي.eg,openepg,egypt1,36,34.5,63.9,فارس بلا جواز,من خلال حلقات متصلة منفصلة، تدور أحداث المسلسل عندما يتعرض فارس لبعض الظروف الخارجة عن إرداته، والتي تجبره للبحث عن عروس.,158.87,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,SBC.eg,SBC.eg,openepg,egypt2,36,34.5,63.9,Fares Bella Gawaz,"In a series of separate-connected episodes, we follow Farres as he’s faced with circumstances beyond his control that force him to seek a bride.",158.87,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,الشروق الجزائرية.eg,الشروق الجزائرية.eg,openepg,egypt1,43,39.5,44.2,برنامج,,157.61,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,إل بي سي آي.eg,إل بي سي آي.eg,openepg,egypt1,42,40.0,42.9,برنامج صباحي morning talk,,156.32,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,ال دي سي.eg,ال دي سي.eg,openepg,egypt1,42,40.0,42.9,برنامج صباحي morning talk,,156.32,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,Alhayat TV.eg,Alhayat TV.eg,openepg,egypt2,37,44.5,40.5,برنامج مصر تغني,,156.15,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,Aloula.eg,Aloula.eg,openepg,egypt2,42,44.5,33.3,برنامج من ماسبيرو,,155.39,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,Egyptian TV.eg,Egyptian TV.eg,openepg,egypt2,42,44.5,33.3,برنامج من ماسبيرو,,155.39,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,نسمة.eg,نسمة.eg,openepg,egypt1,49,40.0,32.7,برنامج البازار,,155.16,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,Sada El Balad.eg,Sada El Balad.eg,openepg,egypt2,38,44.5,36.8,Qalae Al Hajar,"The series is set in Upper Egypt and is based on a true event in which the tyrannical parents of Abdul Hayy, a rebellious young man, force him to face several difficulties. The work also addresses the issue of women’s rights.",154.19,0,,https://www.open-epg.com/files/egypt2.xml
UAE,قناة مسرح مصر.ae,قناة مسرح مصر.ae,openepg,uae6,18,24.1,100.0,مسرح مصر موسم 2 حلقة 3,قسمة ونصيب,154.15,0,,https://www.open-epg.com/files/uae6.xml
Egypt,روتانا كلاسيك.eg,روتانا كلاسيك.eg,openepg,egypt1,30,40.5,53.3,إسماعيل يس في البوليس,زكى(اسماعيل ياسين)عسكرى دوريه مبتدئ بقسم الأزبكية يعمل بدوريةالليل،وقد استغاثت به مدام شماع لوجود لصوص بشقتها،فتمكن منالقبض على احدهم،وفر الباقون بالمسروقات،وقام ضابط المباحث(حسينقنديل)بتكليف الباشاويش عطيه خلف الله(رياض القصبجى)بالتنكر فىشخصية لص لكشف أفراد العصابه التى سرقت مدام شماع،وقد توصلالى انها عصابة زينهم(حسن حامد)فرسم خطة للقبض على العصابةونشر فى الصحف خبر هروب اللص عطيه ورصد مكافأة لمن يقبض عليهفقام العسكرى زكى بالقبض عليه وأفسد خطة البوليس،ولكن الباشاويشعطيه ضمه للمباحث ليأمن غباءه. كان زكى يقيم بالقبة فى منزل الصائغ عبد البديع مستور(حسن البارودى)ويحب جارته جمالات(شريفه ماهر)وشبكها بخلخال العائلة المتوارث،رغم أنف ام جمالات(زينات صدقى)التىتكرهه،وكانت جمالات مستاءة من مواعيد زكى الملخبطة،فهو يعمل والناسنيام،وينام والناس مستيقظين،وهى تريد الفسح وتشوف الدنيا،وقد سكنبجوارهم ضابط الألعاب رشدى (رشدى اباظه)فمالت له جمالات وأعادتالخلخال لزكى.وكان يسكن بالمنزل البنت الحلوه سنيه(زهرة العلا)التى تعملحتى وش الفجر وتدعى انها تعمل فى مستشفى لتعول والدها(على رشدى)المريض،فساءت سمعتها،وظن الجميع انها دايره على حل شعرها،واكتشفزكى انها تعمل فى احد الكابريهات عاملة تذاكر،وذلك عندما كان يراقبزينهم مع الباشاويش عطيه،وانكشف أمرهم لغباء زكى،فتم نقله الى إدارة المطافئ،ولكن زكى اثبت كفاءته فى الغباء وعدم فهم الأوامر،وعدم إتقانالتدريبات ونشر الفوضى فى ساحة التدريب،فتم نقله الى إدارة النجدةحيث اشترك فى احد عربات النجدة،وتمكن زكى من إنقاذ عليوه الكلوباتى(عبد الغنى النجدى)الذى حاول الانتحار. قام رشدى بخطبة جمالات،مماأصاب زكى بصدمة،ولكنه تجاوزها عندماإكتشف ان سنية فتاة شريفه وباعساعته الذهبية ماركة الجرس لعبد البديع مستور،لكى يحضر الدواء لوالدسنيه،دون ان تعلم انه فاعل الخير. ابلغ عبد البديع عن سرقة خزانة منزله بعد ان هبط اللصوص عليه من شقة رشدى الذى قبض عليه بتهمة السرقة. قامت سنيه بإبلاغ زكى ان زينهم قام بسرقة احد الخزائن،فراقبه مع عطيهوتمكنوا من القبض عليه وضبط المسروقات،ورأى زكى ساعته مع المسروقاتفأخذها ومعها ماأبلغ عنه عبد البديع،ووضعها فى جيبه ونسى تسليمها منشدة التعب،وأمام إنكار زينهم واتهام رشدى،قام زكى بتسليم المسروقات التى تثبت ان زينهم هو السارق،وتبرئ رشدى،وتم خصم ٥ أيام من مرتبزكى لتقاعسه عن تقديم المسروقات ونقله الى الدورية،وإعطاءه مكافأةالقبض على زينهم،ولكنه ابلغ البوليس ان المكافأة من حق سنيه،التى اشترتالساعة وإعادتها اليه،فقام بتسليم خلخال العائلة لها.(اسماعيل يس فى البوليس),153.39,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,AlSaeedah.eg,AlSaeedah.eg,openepg,egypt2,45,43.5,28.9,Litle Bride 2,"As Zehra tries to leave her past behind to get over her emotional trauma, an encounter with her mother turns everything upside down.",153.37,0,,https://www.open-epg.com/files/egypt2.xml
Saudi Arabia,KSA Sports 1 HD.sa,KSA Sports 1 HD.sa,openepg,saudiarabia5,33,12.5,100.0,Fi Al Tes'een,Fi Al Tes'een,151.75,0,,https://www.open-epg.com/files/saudiarabia5.xml
Egypt,الشرقية.eg,الشرقية.eg,openepg,egypt1,45,33.5,44.4,برنامج links,,150.77,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,TeN TV.eg,TeN TV.eg,openepg,egypt2,41,44.0,29.3,برنامج صحتين,,150.44,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,MBC Action.eg,MBC Action.eg,openepg,egypt2,42,43.5,28.6,برنامج car issuse,,150.13,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,Nile Life.eg,Nile Life.eg,openepg,egypt2,39,43.5,30.8,برنامج أكلة لذيذة,,148.89,0,,https://www.open-epg.com/files/egypt2.xml
UAE,أفلام.ae,أفلام.ae,openepg,uae6,13,23.4,100.0,وش إجرام,عندما يتم تسريح والده من وظيفته كعامل في مصنع، يقرر طه العاطل عن العمل الانتقام بعد أن يجد أدلة تدين صاحب المصنع بالفساد.,148.1,0,,https://www.open-epg.com/files/uae6.xml
Egypt,القاهرة والناس 2.eg,القاهرة والناس 2.eg,openepg,egypt1,31,33.5,58.1,برنامج حكايات نهاد,,147.73,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,Al Kahera Wal Nas TV 2.eg,Al Kahera Wal Nas TV 2.eg,openepg,egypt2,31,33.5,58.1,برنامج حكايات نهاد,,147.73,0,,https://www.open-epg.com/files/egypt2.xml
UAE,مصر دراما.ae,مصر دراما.ae,openepg,uae6,21,17.6,100.0,اللعبة: ليفل الوحش موسم 2 حلقة 6,يقرر مازو افتتاح مركز تعليمي ليشرع به مكاسبه من اللعبة. يندهش وسيم من الحالة المزرية للفندق الذي يتولى إدارته.,147.4,0,,https://www.open-epg.com/files/uae6.xml
UAE,Movies Action.ae,Movies Action.ae,openepg,uae6,13,22.9,100.0,Assault On VA-33,عندما يقتحم إرهابيون مسلحون مستشفى المحاربين القدامى حيث تعمل زوجته، يصبح جايسون هيل، وهو عسكري مخضرم يعاني من اضطراب ما بعد الصدمة، خط الدفاع الأخير عنها وعن المرضى الرهائن.,147.35,0,,https://www.open-epg.com/files/uae6.xml
Egypt,الحياة.eg,الحياة.eg,openepg,egypt1,34,40.0,41.2,برنامج مصر تغني,,146.96,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,السعيدة.eg,السعيدة.eg,openepg,egypt1,41,39.5,31.7,زهرة القصر ج2,تحاول زهرة ترك حياتها الماضية ورائها والتحكم في العذاب العاطفي الذي تمر به، ولكن مقابلتها بأمها تغير كل شيء.,145.61,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,المصرية.eg,المصرية.eg,openepg,egypt1,39,39.5,33.3,برنامج من ماسبيرو,,144.89,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,قناة مصر الأولى.eg,قناة مصر الأولى.eg,openepg,egypt1,39,39.5,33.3,برنامج من ماسبيرو,,144.89,0,,https://www.open-epg.com/files/egypt1.xml
Qatar,GOURMET DIGITAL.qa,GOURMET DIGITAL.qa,openepg,qatar5,63,41.0,0.0,Man V. Food - New Orleans,,144.5,1,openepg:qatar4:GOURMET DIGITAL.qa,https://www.open-epg.com/files/qatar5.xml
Egypt,تن.eg,تن.eg,openepg,egypt1,37,39.5,35.1,برنامج صحتين,,144.33,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,صدى البلد.eg,صدى البلد.eg,openepg,egypt1,34,39.5,38.2,قلع الحجر,في إطار درامي، تدور أحداث المسلسل في الصعيد، حول قصة حدثت بالفعل، حيث العمدة (فرماوي)، والشاب المتمرد (عبدالحي) الذي يدخل في عدة أزمات بسبب تسلط والديه، كما يتطرق العمل إلى قضية حقوق المرأة.,143.81,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,السومرية.eg,السومرية.eg,openepg,egypt1,35,35.5,42.9,برنامج يوروماكس,,142.57,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,Alsumaria.eg,Alsumaria.eg,openepg,egypt2,35,35.5,42.9,برنامج يوروماكس,,142.57,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,Al Nahar TV.eg,Al Nahar TV.eg,openepg,egypt2,45,43.0,15.6,برنامج أكلة بيتي,,141.98,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,نايل لايف.eg,نايل لايف.eg,openepg,egypt1,36,39.5,33.3,برنامج أكلة لذيذة,,141.89,0,,https://www.open-epg.com/files/egypt1.xml
Qatar,BBCEarth-new 200x200.qa,BBCEarth-new 200x200.qa,openepg,qatar4,61,40.5,0.0,نيوز,,141.75,1,openepg:qatar5:BBCEarth-new 200x200.qa,https://www.open-epg.com/files/qatar4.xml
Saudi Arabia,Bloomberg Originals.sa,Bloomberg Originals.sa,openepg,saudiarabia5,23,12.5,100.0,Does the Perfect City Exist?,Does the Perfect City Exist?,141.75,0,,https://www.open-epg.com/files/saudiarabia5.xml
Egypt,إم بي سي أكشن.eg,إم بي سي أكشن.eg,openepg,egypt1,39,40.0,28.2,برنامج car issuse,,141.56,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,القاهرة والناس.eg,القاهرة والناس.eg,openepg,egypt1,29,34.3,48.3,زواج بالإكراه,(ليلى) شابّة ثرية تتعرَّض لحادثة مرورية تنزف إثرها وتحتاج إلى نقل دم سريع، يتصادف أن تتطابق فصيلة دمها مع فصيلة دم سائقها الخاص، ينقل لها دمًا منه دون أن يعلم أنه هو نفسه مريض بالإيدز وينتقل إليها المرض، تنقلب حياة الشابة إلى تعاسة وانتظار للموت، وتحب شابًّا جديدًا في شركة أبيها اسمه (أحمد)، لكنه لا يبادلها الحب؛ لأنه يحب (هند) التي هو على وشك الزواج بها، يقوم والدها (سعيد الكومي) بتهديده بقتل خطيبته وأقاربه حتى يجبره على الزواج من ابنته المريضة بالإيدز، وتتوالى الأحداث.,139.09,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,Al Kahera Wal Nas TV.eg,Al Kahera Wal Nas TV.eg,openepg,egypt2,29,34.3,48.3,Zawaj Bil Ikrah,"Laila is a wealthy girl who gets injured in a car accident. She gets blood transfer from her chauffeur, who has AIDS. Laila's life turns to misery, and she falls for Ahmed, a new employee in her father's company, who in turn loves Hend. But Laila's father threatens him to marry Laila.",139.09,0,,https://www.open-epg.com/files/egypt2.xml
Saudi Arabia,C And I.sa,C And I.sa,openepg,saudiarabia5,20,12.5,100.0,Check-In To Murder,Check-In To Murder,138.75,0,,https://www.open-epg.com/files/saudiarabia5.xml
Saudi Arabia,History HD.sa,History HD.sa,openepg,saudiarabia5,19,12.5,100.0,Ancient Aliens,Ancient Aliens,137.75,0,,https://www.open-epg.com/files/saudiarabia5.xml
Qatar,NEWS DIGITAL.qa,NEWS DIGITAL.qa,openepg,qatar2,58,39.5,0.0,All - Sports - Asian Games Aichi-Nagoya 2026,,137.25,1,openepg:qatar3:NEWS DIGITAL.qa,https://www.open-epg.com/files/qatar2.xml
Saudi Arabia,H2 HD.sa,H2 HD.sa,openepg,saudiarabia5,18,12.5,100.0,The Universe,The Universe,136.75,0,,https://www.open-epg.com/files/saudiarabia5.xml
Egypt,الجديد.eg,الجديد.eg,openepg,egypt1,36,34.0,36.1,تحت سابع أرض,يستغل الضابط (موسى) صلاحياته لتحقيق مكاسب شخصية بطرق فاسدة وملتوية، مما يجعله في مواجهة مباشرة مع الأشخاص الذين يبتزهم، بينما يكتشف أن أخويه يزوران الدولارات، فيجد نفسه في مأزق صعب بين تركهم لمواجهة العصابات بمفردهما، أو إدارة هذا العمل بنفسه لحمايتهما.,135.88,0,,https://www.open-epg.com/files/egypt1.xml
Qatar,beJUNIOR-1.qa,beJUNIOR-1.qa,openepg,qatar5,52,42.5,0.0,Teen Titans Go,,135.75,0,,https://www.open-epg.com/files/qatar5.xml
Saudi Arabia,Al Araby TV.sa,Al Araby TV.sa,openepg,saudiarabia5,17,12.5,100.0,Noon,Noon,135.75,0,,https://www.open-epg.com/files/saudiarabia5.xml
Qatar,Star World 2024-200x200-1.qa,Star World 2024-200x200-1.qa,openepg,qatar5,54,41.1,0.0,Tahet Al Modon - Underground Cities and Secret Chambers,,135.65,1,openepg:qatar4:Star World 2024-200x200-1.qa,https://www.open-epg.com/files/qatar5.xml
Egypt,يو تي في.eg,يو تي في.eg,openepg,egypt1,38,33.5,34.2,برنامج وثائقي,,135.61,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,Utv.eg,Utv.eg,openepg,egypt2,38,33.5,34.2,برنامج وثائقي,,135.61,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,Alrasheed.eg,Alrasheed.eg,openepg,egypt2,46,43.5,4.3,برنامج مع ياسر عامر,,134.69,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,النهار.eg,النهار.eg,openepg,egypt1,42,39.5,16.7,برنامج أكلة بيتي,,134.61,0,,https://www.open-epg.com/files/egypt1.xml
Qatar,beJUNIOR.qa,beJUNIOR.qa,openepg,qatar4,53,40.4,0.0,هيدين بينيث ذا سيتيز,,133.6,0,,https://www.open-epg.com/files/qatar4.xml
Egypt,الشارقة.eg,الشارقة.eg,openepg,egypt1,49,33.1,18.4,برنامج الخط المباشر,,133.37,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,Sharjah TV.eg,Sharjah TV.eg,openepg,egypt2,49,33.1,18.4,برنامج الخط المباشر,,133.37,0,,https://www.open-epg.com/files/egypt2.xml
Qatar,Bloomberg-1.qa,Bloomberg-1.qa,openepg,qatar5,51,41.0,0.0,North America with Simon Reeve - Episode 4,,132.5,1,openepg:qatar4:Bloomberg-1.qa,https://www.open-epg.com/files/qatar5.xml
Saudi Arabia,Discovery IDX HD.sa,Discovery IDX HD.sa,openepg,saudiarabia5,13,12.5,100.0,Murder Under The Friday Night Lights,Murder Under The Friday Night Lights,131.75,0,,https://www.open-epg.com/files/saudiarabia5.xml
Egypt,Al Jadeed TV.eg,Al Jadeed TV.eg,openepg,egypt2,36,34.0,30.6,Taht Sabe' Ard,"Officer Musa exploits his power to achieve personal gain in corrupt and twisted ways, which puts him in direct confrontation with the people he is blackmailing, while he discovers that his two siblings are counterfeiting dollars, and he finds himself in a difficult dilemma, torn between leaving them to confront the gangs alone, or managing this business himself to protect them.",131.48,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,أو إس إن شو كايس.eg,أو إس إن شو كايس.eg,openepg,egypt1,16,10.0,100.0,2 Dope Queens,برنامج كوميدي تستضيف فيه مقدمتي البرنامج (جيسيكا) و(فيبي) عدد من الفنانين للحديث حول العديد من الموضوعات ومنها طريقة العيش في نيويورك والرومانسية والجنس والأعراق والشعر، وغيرها من المواضيع.,131.0,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,OSN TV Showcase.eg,OSN TV Showcase.eg,openepg,egypt2,16,10.0,100.0,2 Dope Queens,"A comedy program in which the show's presenters Jessica and Phoebe host a number of guests to talk about many topics, including the way of living in New York, love, sex, race, hair, and other topics.",131.0,0,,https://www.open-epg.com/files/egypt2.xml
Saudi Arabia,OSNtv Documentary.sa,OSNtv Documentary.sa,openepg,saudiarabia5,12,12.5,100.0,Fake Famous,Fake Famous,130.75,0,,https://www.open-epg.com/files/saudiarabia5.xml
Egypt,المحور.eg,المحور.eg,openepg,egypt1,26,33.5,42.3,برنامج مطبخك عندنا,,130.09,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,Mehwar.eg,Mehwar.eg,openepg,egypt2,26,33.5,42.3,برنامج مطبخك عندنا,,130.09,0,,https://www.open-epg.com/files/egypt2.xml
Qatar,Aljazeera-Documentary-1.qa,Aljazeera-Documentary-1.qa,openepg,qatar4,49,40.5,0.0,نيوز,,129.75,0,,https://www.open-epg.com/files/qatar4.xml
Saudi Arabia,Al Kass One.sa,Al Kass One.sa,openepg,saudiarabia5,9,12.5,100.0,Golmania,Golmania,127.75,0,,https://www.open-epg.com/files/saudiarabia5.xml
Qatar,SERIES1 DIGITAL.qa,SERIES1 DIGITAL.qa,openepg,qatar5,45,41.5,0.0,The Agency S1 | E2,,127.25,1,openepg:qatar4:SERIES1 DIGITAL.qa,https://www.open-epg.com/files/qatar5.xml
Egypt,نتورك بالعربية.eg,نتورك بالعربية.eg,openepg,egypt1,11,10.5,100.0,Teen Titans Go! S1,يستعرض المسلسل مغامرات الأصدقاء (روبين)، (ستارفاير)، (ريفين)، (بيست بوي)، و(سايبرج)، في محاربة الأشرار والجريمة.,126.75,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,Network Arabic.eg,Network Arabic.eg,openepg,egypt2,11,10.5,100.0,Teen Titans Go! S1,"The adventures of the superheroes’ friends, Starfire, Robin, Raven, Beast Boy, and Cyborg, as they try to fight crime and save the day.",126.75,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,الرشيد.eg,الرشيد.eg,openepg,egypt1,42,39.5,4.8,برنامج مع ياسر عامر,,125.09,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,Sada El Balad 2.eg,Sada El Balad 2.eg,openepg,egypt2,36,44.5,2.8,برنامج حقائق وأسرار,,124.99,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,دي إم سي.eg,دي إم سي.eg,openepg,egypt1,16,32.5,50.0,حفل غنائي,,124.75,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,أون دراما.eg,أون دراما.eg,openepg,egypt1,10,9.5,100.0,راجعين يا هوى,بعد تراكم ديون طائلة عليه في أوروبا، يعود بليغ إلى موطنه بغية استعادة حقه في الميراث، ولكن سرعان ما تتحول مهمته إلى مسعى للإصلاح ما بين أفراد عائلته.,124.25,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,النهار دراما.eg,النهار دراما.eg,openepg,egypt1,10,9.5,100.0,ستهم,بعدما يُقتل زوجها، تدخل (ستهم) في عدة صراعات مع أسرتها وتحاول تربية أبناءها بعيدا عن المشاكل، ثم تضطر للتنكر في هيئة رجل حتى تواجه الصعوبات التي تقابلها في الحياة.,124.25,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,سي بي سي دراما.eg,سي بي سي دراما.eg,openepg,egypt1,10,9.5,100.0,وتر حساس ج2,في الموسم الثاني، يعود رشيد إلى وطنه ساعيًا لاستعادة مكانته داخل عائلته عبر الزواج من ابنة عمه فريدة. لكن زواجهما يكشف عن أسرار صراع قديم بين رشيد ووالد فريدة، لتشتعل الخلافات العائلية تدريجيًا. ومع خروج كاميليا من السجن، تبدأ مواجهة جديدة تتشابك فيها مشاعر الحب والانتقام، ليتحول العمل إلى صراع إنساني واجتماعي تتداخل فيه القيم والعواطف في أجواء مثيرة.,124.25,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,Al Nahar Drama.eg,Al Nahar Drama.eg,openepg,egypt2,10,9.5,100.0,Settohom,"After her husband is killed, Settohom gets into several conflicts with her family and tries to raise her children away from problems; however, she is forced to disguise herself as a man to face the difficulties she encounters in life.",124.25,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,CBC Drama.eg,CBC Drama.eg,openepg,egypt2,10,9.5,100.0,Watar Hassas 2,"In season 2, Rashid returns to his homeland, seeking to restore his status within his family by marrying his cousin, Farida. However, their marriage reveals the secrets of an old conflict between Rashid and Farida's father, gradually escalating family disputes. With Camelia's release from prison, a new confrontation begins, intertwining feelings of love and revenge.",124.25,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,ON Drama.eg,ON Drama.eg,openepg,egypt2,10,9.5,100.0,Rageen Ya Hawa,"After his debts mount up in Europe, Baligh returns home to regain his right in the inheritance, but his mission soon turns into an attempt to reconcile his family.",124.25,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,دي إم سي دراما.eg,دي إم سي دراما.eg,openepg,egypt1,9,9.5,100.0,بين عالمين,تدور أحداث المسلسل حول صراع المال والسلطة، من خلال (مروان) الذي يمتلك شركة عقارات، الذي على الرغم من كونه ملتزم دينيًا إلا أنه يقدم المال ومصلحته في المقام الأول.,123.25,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,DMC DRAMA.eg,DMC DRAMA.eg,openepg,egypt2,9,9.5,100.0,Bein Alameen,"The series mirrors the money-power struggle through the representation of Marwan, a real estate company owner, who, despite being devout, focuses primarily on concepts like profit and money interest.",123.25,0,,https://www.open-epg.com/files/egypt2.xml
Qatar,Drama Stacked nov 2024 200x200.qa,Drama Stacked nov 2024 200x200.qa,openepg,qatar5,40,41.5,0.0,Al Magboos Al Mofaddal S1 | E10,,122.25,1,openepg:qatar4:Drama Stacked nov 2024 200x200.qa,https://www.open-epg.com/files/qatar5.xml
Qatar,SERIES2 DIGITAL.qa,SERIES2 DIGITAL.qa,openepg,qatar5,40,41.5,0.0,Al Qatel Alathy Ahabany S1 | E7,,122.25,1,openepg:qatar4:SERIES2 DIGITAL.qa,https://www.open-epg.com/files/qatar5.xml
Egypt,أو إس إن موفيز كوميدي.eg,أو إس إن موفيز كوميدي.eg,openepg,egypt1,6,9.4,100.0,Bad Tidings,يدخل نيل خبير الأمن المنزلي في خلافات دائمة مع جاره سكوت بسبب إصراره على إنارة أضواء عيد الميلاد طوال العام، لكن يُجبران على وضع خلافتهما جابنًا والتعاون معًا لإنقاذ شارعهما وعيد الميلاد بعد قرار عائلة برينان الإجرامية بسرقة منازل الشارع.,120.1,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,OSN TV Movies Comedy.eg,OSN TV Movies Comedy.eg,openepg,egypt2,6,9.4,100.0,Bad Tidings,"Home-security expert Neil is constantly at loggerheads with his neighbor Scott over his insistence on keeping the Christmas lights on all year round, but they are forced to put aside their disagreement and work together to save their street and Christmas after the Brennan crime family decides to ransack all the houses on the street.",120.1,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,DMC.eg,DMC.eg,openepg,egypt2,13,32.5,46.2,حفل غنائي,,118.71,0,,https://www.open-epg.com/files/egypt2.xml
Qatar,Star Movies 2024-200x200-1.qa,Star Movies 2024-200x200-1.qa,openepg,qatar4,36,41.5,0.0,E2 | S1 الزوجة المصغرة,,118.25,1,openepg:qatar5:Star Movies 2024-200x200-1.qa,https://www.open-epg.com/files/qatar4.xml
Qatar,Nat geo hd.qa,Nat geo hd.qa,openepg,qatar4,37,40.5,0.0,معركة السكري في أستراليا,,117.75,1,openepg:qatar5:Nat geo hd.qa,https://www.open-epg.com/files/qatar4.xml
Qatar,AFC 4.qa,AFC 4.qa,openepg,qatar3,38,39.5,0.0,beIN SPORTS XTRA For Live And Exclusive Coverage of Premium Sporting Events - August,,117.25,0,,https://www.open-epg.com/files/qatar3.xml
Qatar,AFC 5.qa,AFC 5.qa,openepg,qatar3,38,39.5,0.0,beIN SPORTS XTRA For Live And Exclusive Coverage of Premium Sporting Events - August,,117.25,0,,https://www.open-epg.com/files/qatar3.xml
Egypt,إم بي سي ماكس.eg,إم بي سي ماكس.eg,openepg,egypt1,4,8.5,100.0,Spider-Man: Homecoming,بعد أحداث (Captain America: Civil War)، يعود (بيتر باركر) إلى روتينه اليومي الطبيعي، ودراسته في مدرسته الثانوية، منصرفًا بالأفكار التي تثبت لنفسه أنه أكثر من مجرد الرجل العنكبوت، ولكن عندما يظهر (النسر) كعدو جديد، سيصبح كل شيء مهم لدى (بيتر) عرضة للتهديد، ويسانده معلمه (توني ستارك) أو الرجل الحديدي.,116.75,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,MBC MAX.eg,MBC MAX.eg,openepg,egypt2,4,8.5,100.0,Spider-Man: Homecoming,"With Tony Stark keeping an eye on him, Peter struggles to live up to his mantle as a superhero and reconcile the responsibility with his ordinary life as a high school student. But when a new villain appears with advanced weapons, Peter has to face a threat to everything he holds dear.",116.75,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,إم بي سي 2.eg,إم بي سي 2.eg,openepg,egypt1,4,8.0,100.0,Ocean's Eleven,تدور قصة الفيلم حول دانى أوشن ( فرانك سيناترا) الذي يخطط لسرقة أكبر خمس كازينوهات للقمار بـــ (لاس فيجاس) مع 11 من زملاءه الذين جمعت بينهم الحرب العالمية الثانية فى الفرقة 82 المحمولة جوًا.,116.0,0,,https://www.open-epg.com/files/egypt1.xml
